capacity,num_orders,inst_num,optimal_bks,optimal_bks_is_opt,best_any_policy_bks,best_any_policy,any_policy_improves_optimal,directly_comparable_to_current_casop,comparability_note,source,doi,source_url
24,30,1,987.2,True,987.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,30,2,1066.2,True,1066.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,30,3,789.0,True,789.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,30,4,890.0,True,890.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,30,5,894.8,True,894.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,30,6,910.6,True,910.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,30,7,881.4,True,881.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,30,8,921.0,True,921.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,30,9,916.0,True,916.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,30,10,818.4,True,818.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,40,1,1284.6,True,1284.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,40,2,1132.4,True,1132.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,40,3,1278.0,True,1278.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,40,4,1151.8,True,1151.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,40,5,1167.4,True,1167.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,40,6,1226.6,True,1226.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,40,7,1210.4,True,1210.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,40,8,1113.4,True,1113.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,40,9,1081.4,True,1081.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,40,10,1203.6,True,1203.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,50,1,1494.4,True,1494.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,50,2,1323.4,True,1323.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,50,3,1443.4,True,1443.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,50,4,1500.4,True,1500.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,50,5,1561.4,True,1561.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,50,6,1464.8,True,1464.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,50,7,1266.0,True,1266.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,50,8,1294.4,True,1294.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,50,9,1310.0,True,1310.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,50,10,1447.4,True,1447.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,60,1,1600.2,True,1600.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,60,2,1503.8,True,1503.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,60,3,1723.4,True,1723.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,60,4,1582.0,True,1582.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,60,5,1819.6,True,1819.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,60,6,1950.8,True,1950.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,60,7,1852.4,True,1852.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,60,8,1798.4,True,1798.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,60,9,1473.2,True,1473.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,60,10,1774.0,True,1774.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,70,1,1985.4,True,1985.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,70,2,2040.0,True,2040.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,70,3,2176.0,True,2176.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,70,4,1995.8,True,1995.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,70,5,1838.0,True,1838.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,70,6,1989.8,True,1989.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,70,7,1938.6,True,1938.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,70,8,1898.0,True,1898.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,70,9,2159.2,True,2159.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,70,10,1928.0,True,1928.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,80,1,2041.8,True,2041.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,80,2,2257.6,True,2257.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,80,3,2210.2,True,2210.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,80,4,2149.0,True,2149.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,80,5,2485.2,True,2485.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,80,6,2206.6,True,2206.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,80,7,2124.8,True,2124.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,80,8,2397.6,True,2397.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,80,9,2024.6,True,2024.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,80,10,2256.6,True,2256.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,90,1,2540.4,True,2540.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,90,2,2437.2,True,2437.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,90,3,2541.4,True,2541.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,90,4,2550.2,True,2550.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,90,5,2365.6,True,2365.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,90,6,2472.8,True,2472.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
